mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bylevel,param_colsample_bynode,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.6118968009948731,0.010757694341288693,0.014110994338989259,0.001196410574918125,0.7333447016444589,0.7037438911012892,0.7302813841415351,1.386760705640343,0.059880640719851976,24,134,0.15653981537371697,0.2644956387160249,0.6832380848324003,"{'colsample_bylevel': 0.7333447016444589, 'colsample_bynode': 0.7037438911012892, 'colsample_bytree': 0.7302813841415351, 'gamma': 1.386760705640343, 'learning_rate': 0.059880640719851976, 'max_depth': 24, 'n_estimators': 134, 'reg_alpha': 0.15653981537371697, 'reg_lambda': 0.2644956387160249, 'subsample': 0.6832380848324003}",0.8506944444444444,0.8125,0.8182870370370371,0.8240740740740741,0.8275462962962963,0.8266203703703703,0.013082288102726642,30,0.9768518518518519,0.9745370370370371,0.9756944444444444,0.9771412037037037,0.9742476851851852,0.9756944444444444,0.0011717856904696938
0.712226390838623,0.04586902998720073,0.019774627685546876,0.0037415746525633893,0.7107910857684648,0.6502240027901718,0.9167860689542524,0.21216543351064066,0.10021781693647909,21,123,1.6468937935585162,0.1940502971345972,0.6496758754224391,"{'colsample_bylevel': 0.7107910857684648, 'colsample_bynode': 0.6502240027901718, 'colsample_bytree': 0.9167860689542524, 'gamma': 0.21216543351064066, 'learning_rate': 0.10021781693647909, 'max_depth': 21, 'n_estimators': 123, 'reg_alpha': 1.6468937935585162, 'reg_lambda': 0.1940502971345972, 'subsample': 0.6496758754224391}",0.8449074074074074,0.8194444444444444,0.8240740740740741,0.8310185185185185,0.8217592592592593,0.8282407407407408,0.009189552426518161,25,0.9907407407407407,0.9907407407407407,0.9924768518518519,0.9895833333333334,0.9895833333333334,0.990625,0.001060781410869394
0.351012134552002,0.00713350329900079,0.01766314506530762,0.021155714608229157,0.9718620538262766,0.7503067034388122,0.9170955991159989,1.35955424902492,0.1322224806891304,24,113,1.6782575812462217,1.430941145467371,0.7410916866148611,"{'colsample_bylevel': 0.9718620538262766, 'colsample_bynode': 0.7503067034388122, 'colsample_bytree': 0.9170955991159989, 'gamma': 1.35955424902492, 'learning_rate': 0.1322224806891304, 'max_depth': 24, 'n_estimators': 113, 'reg_alpha': 1.6782575812462217, 'reg_lambda': 1.430941145467371, 'subsample': 0.7410916866148611}",0.8483796296296297,0.8101851851851852,0.8020833333333334,0.8344907407407407,0.8263888888888888,0.8243055555555557,0.016618371384997728,35,0.9360532407407407,0.9380787037037037,0.9398148148148148,0.9380787037037037,0.9363425925925926,0.937673611111111,0.0013645632086286608
0.24693708419799804,0.02405064342013793,0.007466173171997071,0.0018003430087626603,0.6017055184400069,0.7235998053457687,0.740212119612321,1.1814908646619873,0.11436682443339301,27,86,1.7694099576431992,1.099860750046859,0.8982000714333205,"{'colsample_bylevel': 0.6017055184400069, 'colsample_bynode': 0.7235998053457687, 'colsample_bytree': 0.740212119612321, 'gamma': 1.1814908646619873, 'learning_rate': 0.11436682443339301, 'max_depth': 27, 'n_estimators': 86, 'reg_alpha': 1.7694099576431992, 'reg_lambda': 1.099860750046859, 'subsample': 0.8982000714333205}",0.8414351851851852,0.8067129629629629,0.7986111111111112,0.8217592592592593,0.8229166666666666,0.8182870370370372,0.014767720284941287,49,0.9270833333333334,0.9308449074074074,0.9279513888888888,0.9299768518518519,0.9259259259259259,0.9283564814814815,0.0018171664893643098
0.47351813316345215,0.03294901862603558,0.010708427429199219,0.003815619329237196,0.7802370016197088,0.9753560033655282,0.7159789575876636,1.5979164600103406,0.0934873167665726,36,95,0.8447056471179442,1.8259326203455473,0.8549312305862369,"{'colsample_bylevel': 0.7802370016197088, 'colsample_bynode': 0.9753560033655282, 'colsample_bytree': 0.7159789575876636, 'gamma': 1.5979164600103406, 'learning_rate': 0.0934873167665726, 'max_depth': 36, 'n_estimators': 95, 'reg_alpha': 0.8447056471179442, 'reg_lambda': 1.8259326203455473, 'subsample': 0.8549312305862369}",0.8518518518518519,0.8217592592592593,0.8113425925925926,0.8310185185185185,0.8194444444444444,0.8270833333333334,0.013881170694967554,28,0.9401041666666666,0.9392361111111112,0.9412615740740741,0.9415509259259259,0.9369212962962963,0.9398148148148149,0.0016672292003342528
0.678923511505127,0.06258171400952896,0.015755414962768555,0.006271419256957029,0.6533916969769916,0.964037136411853,0.8236123918829236,0.45351498875942564,0.14620931944528193,43,93,0.3499038981859961,1.6938734657730288,0.6264998248981223,"{'colsample_bylevel': 0.6533916969769916, 'colsample_bynode': 0.964037136411853, 'colsample_bytree': 0.8236123918829236, 'gamma': 0.45351498875942564, 'learning_rate': 0.14620931944528193, 'max_depth': 43, 'n_estimators': 93, 'reg_alpha': 0.3499038981859961, 'reg_lambda': 1.6938734657730288, 'subsample': 0.6264998248981223}",0.8425925925925926,0.8101851851851852,0.8125,0.8298611111111112,0.8252314814814815,0.8240740740740741,0.011871186486072285,38,0.9971064814814815,0.9968171296296297,0.9988425925925926,0.9979745370370371,0.9959490740740741,0.997337962962963,0.000992270150432995
0.541471004486084,0.04294837357046678,0.009209108352661134,0.0019512209223368385,0.6267914780200381,0.6246005911100485,0.7385767914961026,0.4672992606507407,0.1259844084531324,47,115,0.2878831589169195,0.0033166700450200093,0.8237657775735856,"{'colsample_bylevel': 0.6267914780200381, 'colsample_bynode': 0.6246005911100485, 'colsample_bytree': 0.7385767914961026, 'gamma': 0.4672992606507407, 'learning_rate': 0.1259844084531324, 'max_depth': 47, 'n_estimators': 115, 'reg_alpha': 0.2878831589169195, 'reg_lambda': 0.0033166700450200093, 'subsample': 0.8237657775735856}",0.8414351851851852,0.8182870370370371,0.8229166666666666,0.8414351851851852,0.8298611111111112,0.830787037037037,0.00944262872887554,17,1.0,0.9994212962962963,0.9988425925925926,0.9994212962962963,0.9994212962962963,0.9994212962962962,0.000366004358815795
0.3024171829223633,0.014915009514010301,0.005705642700195313,0.0013025933068098554,0.9319017833992118,0.7645553272384134,0.6132827912370947,1.4050298114750093,0.12262558374857742,39,101,1.4614297890251744,0.9216680975208158,0.8473803114736491,"{'colsample_bylevel': 0.9319017833992118, 'colsample_bynode': 0.7645553272384134, 'colsample_bytree': 0.6132827912370947, 'gamma': 1.4050298114750093, 'learning_rate': 0.12262558374857742, 'max_depth': 39, 'n_estimators': 101, 'reg_alpha': 1.4614297890251744, 'reg_lambda': 0.9216680975208158, 'subsample': 0.8473803114736491}",0.8449074074074074,0.8090277777777778,0.8055555555555556,0.8333333333333334,0.8287037037037037,0.8243055555555555,0.014901367536510265,36,0.9354745370370371,0.9383680555555556,0.9337384259259259,0.9389467592592593,0.9346064814814815,0.936226851851852,0.002067195729107848
0.5498747825622559,0.021030224948760255,0.007359457015991211,0.002282977122985615,0.968577337584384,0.6051352851075352,0.9049992914314446,0.34285021769274127,0.06746344896620368,49,66,1.2125282300491842,1.3131882569033817,0.6026344905695398,"{'colsample_bylevel': 0.968577337584384, 'colsample_bynode': 0.6051352851075352, 'colsample_bytree': 0.9049992914314446, 'gamma': 0.34285021769274127, 'learning_rate': 0.06746344896620368, 'max_depth': 49, 'n_estimators': 66, 'reg_alpha': 1.2125282300491842, 'reg_lambda': 1.3131882569033817, 'subsample': 0.6026344905695398}",0.84375,0.8125,0.7986111111111112,0.8229166666666666,0.8206018518518519,0.819675925925926,0.01473866424049221,45,0.9487847222222222,0.9479166666666666,0.9453125,0.9453125,0.9421296296296297,0.9458912037037036,0.002336415421086367
0.40931386947631837,0.008384576227899438,0.008300495147705079,0.0027220603717200056,0.9307195002302733,0.9785790533729849,0.7165854489707213,1.2951663813898429,0.06874576244531871,48,60,1.721011440037291,1.3201192846434133,0.7625676523484863,"{'colsample_bylevel': 0.9307195002302733, 'colsample_bynode': 0.9785790533729849, 'colsample_bytree': 0.7165854489707213, 'gamma': 1.2951663813898429, 'learning_rate': 0.06874576244531871, 'max_depth': 48, 'n_estimators': 60, 'reg_alpha': 1.721011440037291, 'reg_lambda': 1.3201192846434133, 'subsample': 0.7625676523484863}",0.84375,0.8055555555555556,0.7928240740740741,0.8321759259259259,0.8217592592592593,0.819212962962963,0.01821804849069537,48,0.9204282407407407,0.9247685185185185,0.9195601851851852,0.9163773148148148,0.9186921296296297,0.9199652777777777,0.0027547755174564567
