mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__criterion,param_estimator__max_depth,param_estimator__max_features,param_estimator__splitter,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
5.994497966766358,0.17835169688545363,0.11259245872497559,0.035287717923760765,entropy,9,log2,best,0.3974463633813646,136,"{'estimator__criterion': 'entropy', 'estimator__max_depth': 9, 'estimator__max_features': 'log2', 'estimator__splitter': 'best', 'learning_rate': 0.3974463633813646, 'n_estimators': 136}",0.8359504132231405,0.8358825961140968,0.8482844150475403,0.8305084745762712,0.8276147168251343,0.8356481231572366,0.007082003027687544,238,0.9996899545266639,1.0,0.9994833109434742,1.0,0.9997933243773897,0.9997933179695055,0.00019607308892582117
0.5271049499511719,0.05023251355124543,0.03712587356567383,0.0056325279505458304,entropy,8,log2,random,0.35826977122023296,55,"{'estimator__criterion': 'entropy', 'estimator__max_depth': 8, 'estimator__max_features': 'log2', 'estimator__splitter': 'random', 'learning_rate': 0.35826977122023296, 'n_estimators': 55}",0.7582644628099173,0.7664324100868127,0.7560975609756098,0.7478296816866474,0.7432823480777181,0.7543812927273411,0.00811620842223662,489,0.850971475816453,0.8647308050015501,0.849540146739692,0.8609073059832593,0.8608039681719541,0.8573907403425818,0.006012182370693344
1.2596911430358886,0.08592804634403794,0.08403844833374023,0.011497557063611627,gini,10,log2,random,0.1341728939072202,124,"{'estimator__criterion': 'gini', 'estimator__max_depth': 10, 'estimator__max_features': 'log2', 'estimator__splitter': 'random', 'learning_rate': 0.1341728939072202, 'n_estimators': 124}",0.802892561983471,0.7999173212071103,0.7990905332782141,0.8222405952873088,0.8028110789582472,0.8053904181428703,0.00856112241703722,381,0.9864613476643241,0.9885295029451276,0.9838793014363956,0.9889428541903482,0.9866694223416348,0.986896485715566,0.0017999262807415464
3.2534579277038573,0.14251082010038643,0.07024893760681153,0.00852337973839584,gini,7,sqrt,best,0.1352570191282893,93,"{'estimator__criterion': 'gini', 'estimator__max_depth': 7, 'estimator__max_features': 'sqrt', 'estimator__splitter': 'best', 'learning_rate': 0.1352570191282893, 'n_estimators': 93}",0.8289256198347107,0.8247209590739976,0.8238941711451013,0.8284415047540306,0.8201736254650682,0.8252311760545815,0.003211910542458426,289,0.9395411326994626,0.9423375012917227,0.9417174744238918,0.9426475147256381,0.9461610003100135,0.9424809246901458,0.0021361887714625594
1.838897466659546,0.08792893104476773,0.04286518096923828,0.011786739184381546,entropy,8,,random,0.14768964738808044,53,"{'estimator__criterion': 'entropy', 'estimator__max_depth': 8, 'estimator__max_features': None, 'estimator__splitter': 'random', 'learning_rate': 0.14768964738808044, 'n_estimators': 53}",0.8243801652892562,0.8433236874741629,0.8362959900785448,0.8408433236874742,0.8288548987184787,0.8347396130495832,0.007145795230647971,243,0.9397478296816867,0.9446109331404361,0.9387206778960422,0.9338638007646998,0.939960731631704,0.9393807946229137,0.0034263206477406715
22.954599571228027,0.12542749123070043,0.06620321273803711,0.006734815545531805,gini,12,,best,0.1444227417443651,74,"{'estimator__criterion': 'gini', 'estimator__max_depth': 12, 'estimator__max_features': None, 'estimator__splitter': 'best', 'learning_rate': 0.1444227417443651, 'n_estimators': 74}",0.8702479338842976,0.8735014468788755,0.8697809011988425,0.8743282348077718,0.8726746589499793,0.8721066351439534,0.001792621802972044,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.94104323387146,0.0543057386586466,0.0920222282409668,0.008947864262847584,gini,8,,random,0.07465490319828542,136,"{'estimator__criterion': 'gini', 'estimator__max_depth': 8, 'estimator__max_features': None, 'estimator__splitter': 'random', 'learning_rate': 0.07465490319828542, 'n_estimators': 136}",0.8516528925619835,0.8528317486564696,0.8582058701942952,0.8557255064076065,0.8400165357585779,0.8516865107157866,0.006266044203985182,129,0.9689954526663911,0.9726154800041336,0.9713754262684716,0.9716854397023871,0.9720987909476078,0.9713541179177982,0.0012505280623094383
1.4984379291534424,0.10561050813753996,0.0981372356414795,0.012063093405958411,gini,11,log2,random,0.36034267094609407,119,"{'estimator__criterion': 'gini', 'estimator__max_depth': 11, 'estimator__max_features': 'log2', 'estimator__splitter': 'random', 'learning_rate': 0.36034267094609407, 'n_estimators': 119}",0.802892561983471,0.8135593220338984,0.7982637453493179,0.8048780487804879,0.7854485324514262,0.8010084421197202,0.009227052608900464,397,0.9995866060355518,0.9998966621886949,0.9997933243773897,0.9997933243773897,0.9997933243773897,0.9997726482712832,0.00010126565980518386
1.9232579708099364,0.056038190221560806,0.04388461112976074,0.005662657548086166,gini,9,log2,best,0.33487962826328466,63,"{'estimator__criterion': 'gini', 'estimator__max_depth': 9, 'estimator__max_features': 'log2', 'estimator__splitter': 'best', 'learning_rate': 0.33487962826328466, 'n_estimators': 63}",0.8119834710743802,0.81976023150062,0.8234807771806532,0.8238941711451013,0.8114923522116577,0.8181222006224825,0.005410212972088053,326,0.9971062422488631,0.9952464606799628,0.9967965278495401,0.9968998656608453,0.9967965278495401,0.9965691248577503,0.0006709320888465462
2.425478982925415,0.10601302961212968,0.043234968185424806,0.005242091090291766,entropy,8,log2,best,0.06741464722557748,61,"{'estimator__criterion': 'entropy', 'estimator__max_depth': 8, 'estimator__max_features': 'log2', 'estimator__splitter': 'best', 'learning_rate': 0.06741464722557748, 'n_estimators': 61}",0.7991735537190082,0.801984291029351,0.8032244729226953,0.8077718065316246,0.7912360479536998,0.8006780344312758,0.0054758894941113875,398,0.9053327821413807,0.9064792807688333,0.9038958354862044,0.904309186731425,0.9038958354862044,0.9047825841228097,0.0009978225040035572
